a,b,c,d,e,f
-0.398034632,-0.677587271,0.550588071,-0.414910585,-0.680808306,0.548401535
-0.414910585,-0.680808306,0.548401535,-0.432039261,-0.683595061,0.545984209
-0.432039261,-0.683595061,0.545984209,-0.448650122,-0.684487045,0.547175229
-0.448650122,-0.684487045,0.547175229,-0.463100374,-0.679740608,0.556930721
-0.463100374,-0.679740608,0.556930721,-0.476057529,-0.670920491,0.563952029
-0.476057529,-0.670920491,0.563952029,-0.48948133,-0.662254035,0.565320909
-0.48948133,-0.662254035,0.565320909,-0.559714854,-0.605851352,0.565581977
-0.559714854,-0.605851352,0.565581977,-0.573945284,-0.608417273,0.56720835
-0.573945284,-0.608417273,0.56720835,-0.594573796,-0.609295666,0.564258397
-0.594573796,-0.609295666,0.564258397,-0.613659739,-0.607893825,0.561643898
-0.613659739,-0.607893825,0.561643898,-0.630810797,-0.604104638,0.554859579
-0.630810797,-0.604104638,0.554859579,-0.647093117,-0.600180745,0.540865481
-0.647093117,-0.600180745,0.540865481,-0.659777224,-0.606103957,0.515049636
-0.659777224,-0.606103957,0.515049636,-0.661428571,-0.608026445,0.493050158
-0.661428571,-0.608026445,0.493050158,-0.666663289,-0.615056574,0.458819389
-0.666663289,-0.615056574,0.458819389,-0.66863203,-0.618545771,0.432600677
-0.66863203,-0.618545771,0.432600677,-0.667051077,-0.616900325,0.419438601
-0.667051077,-0.616900325,0.419438601,-0.665011108,-0.613866985,0.409419239
-0.665011108,-0.613866985,0.409419239,-0.659454405,-0.605897784,0.365189493
-0.659454405,-0.605897784,0.365189493,-0.659454405,-0.605897784,0.365189493
-0.378369182,-0.648076057,0.416564524,-0.364593953,-0.641206264,0.414455533
-0.364593953,-0.641206264,0.414455533,-0.348437518,-0.636972189,0.420101821
-0.348437518,-0.636972189,0.420101821,-0.333473802,-0.634437978,0.429522634
-0.333473802,-0.634437978,0.429522634,-0.319289416,-0.633118808,0.441008389
-0.319289416,-0.633118808,0.441008389,-0.305408955,-0.632209122,0.45367837
-0.305408955,-0.632209122,0.45367837,-0.292426825,-0.63347429,0.46150744
-0.292426825,-0.63347429,0.46150744,-0.275508314,-0.63993144,0.463357925
-0.275508314,-0.63993144,0.463357925,-0.273260057,-0.642757475,0.442441463
-0.273260057,-0.642757475,0.442441463,-0.272359401,-0.647988081,0.415352583
-0.272359401,-0.647988081,0.415352583,-0.272155643,-0.649817824,0.39160043
-0.272155643,-0.649817824,0.39160043,-0.272213548,-0.650451243,0.368372142
-0.272213548,-0.650451243,0.368372142,-0.272199035,-0.650484443,0.34486264
-0.272199035,-0.650484443,0.34486264,-0.272309333,-0.650871873,0.322989881
-0.272309333,-0.650871873,0.322989881,-0.275336683,-0.670253277,0.313224137
-0.275336683,-0.670253277,0.313224137,-0.274909794,-0.667287707,0.292522192
-0.274909794,-0.667287707,0.292522192,-0.275040627,-0.669829547,0.263247252
-0.275040627,-0.669829547,0.263247252,-0.278498322,-0.672936976,0.282687545
-0.278498322,-0.672936976,0.282687545,-0.280431151,-0.673221707,0.308145344
-0.280431151,-0.673221707,0.308145344,-0.281039268,-0.674480081,0.331192136
-0.281039268,-0.674480081,0.331192136,-0.281172752,-0.675198555,0.354270339
-0.281172752,-0.675198555,0.354270339,-0.281147063,-0.674933434,0.377851963
-0.281147063,-0.674933434,0.377851963,-0.281010479,-0.673848152,0.401584268
-0.281010479,-0.673848152,0.401584268,-0.280736178,-0.671956539,0.425419927
-0.280736178,-0.671956539,0.425419927,-0.280317068,-0.669226766,0.449365735
-0.280317068,-0.669226766,0.449365735,-0.27975601,-0.665651441,0.473388731
-0.27975601,-0.665651441,0.473388731,-0.27905342,-0.661226928,0.497453153
-0.27905342,-0.661226928,0.497453153,-0.278243929,-0.656051993,0.521182001
-0.278243929,-0.656051993,0.521182001,-0.278074831,-0.653659821,0.538613617
-0.278074831,-0.653659821,0.538613617,-0.278367728,-0.655150712,0.550177157
-0.278367728,-0.655150712,0.550177157,-0.275646091,-0.639995515,0.563273728
-0.275646091,-0.639995515,0.563273728,-0.286596656,-0.64375025,0.562587917
-0.286596656,-0.64375025,0.562587917,-0.302570432,-0.649616182,0.558714807
-0.302570432,-0.649616182,0.558714807,-0.317839861,-0.654776037,0.55726105
-0.317839861,-0.654776037,0.55726105,-0.333033204,-0.659537733,0.556463301
-0.333033204,-0.659537733,0.556463301,-0.348729193,-0.664315999,0.555174291
-0.348729193,-0.664315999,0.555174291,-0.364781141,-0.668805599,0.553596437
-0.364781141,-0.668805599,0.553596437,-0.381093889,-0.67285949,0.551867902
-0.381093889,-0.67285949,0.551867902,-0.397678137,-0.676499128,0.549928129
-0.397678137,-0.676499128,0.549928129,-0.414533317,-0.679727197,0.547747195
-0.414533317,-0.679727197,0.547747195,-0.43164143,-0.682522178,0.545335114
-0.43164143,-0.682522178,0.545335114,-0.448987871,-0.684868276,0.542698085
-0.448987871,-0.684868276,0.542698085,-0.466554314,-0.686749935,0.539896548
-0.466554314,-0.686749935,0.539896548,-0.48320657,-0.686137021,0.542151034
-0.48320657,-0.686137021,0.542151034,-0.497679561,-0.68027091,0.553160608
-0.497679561,-0.68027091,0.553160608,-0.510912418,-0.671252668,0.562851608
-0.510912418,-0.671252668,0.562851608,-0.524291277,-0.661842048,0.565403521
-0.524291277,-0.661842048,0.565403521,-0.587529957,-0.608520567,0.565854847
-0.587529957,-0.608520567,0.565854847,-0.601818204,-0.610588133,0.567197144
-0.601818204,-0.610588133,0.567197144,-0.622594655,-0.610499084,0.56355983
-0.622594655,-0.610499084,0.56355983,-0.641808808,-0.608074725,0.560117543
-0.641808808,-0.608074725,0.560117543,-0.659704864,-0.604202628,0.555655062
-0.659704864,-0.604202628,0.555655062,-0.675248265,-0.600266039,0.543822229
-0.675248265,-0.600266039,0.543822229,-0.687609255,-0.608795047,0.515312016
-0.687609255,-0.608795047,0.515312016,-0.689328372,-0.610703409,0.493243992
-0.689328372,-0.610703409,0.493243992,-0.694862247,-0.617782295,0.45828563
-0.694862247,-0.617782295,0.45828563,-0.696718574,-0.621033192,0.4330194
-0.696718574,-0.621033192,0.4330194,-0.694866002,-0.619095206,0.421084523
-0.694866002,-0.619095206,0.421084523,-0.692857683,-0.616201878,0.41124016
-0.692857683,-0.616201878,0.41124016,-0.687300801,-0.608614266,0.365456879
-0.687300801,-0.608614266,0.365456879,-0.687300801,-0.608614266,0.365456879
-0.378329784,-0.64796567,0.416835487,-0.364555627,-0.641096473,0.414721608
-0.364555627,-0.641096473,0.414721608,-0.348400414,-0.636860013,0.420363486
-0.348400414,-0.636860013,0.420363486,-0.333438158,-0.63432169,0.4297809
-0.333438158,-0.63432169,0.4297809,-0.319254994,-0.632997632,0.441263556
-0.319254994,-0.632997632,0.441263556,-0.305375695,-0.63208288,0.453930795
-0.305375695,-0.63208288,0.453930795,-0.292395234,-0.633344591,0.461758614
-0.292395234,-0.633344591,0.461758614,-0.275483191,-0.639806926,0.463593841
-0.275483191,-0.639806926,0.463593841,-0.273236752,-0.642639756,0.442678452
-0.273236752,-0.642639756,0.442678452,-0.272338063,-0.647879541,0.415590942
-0.272338063,-0.647879541,0.415590942,-0.272135615,-0.649717569,0.391839921
-0.272135615,-0.649717569,0.391839921,-0.272194713,-0.650359094,0.368611872
-0.272194713,-0.650359094,0.368611872,-0.272181094,-0.650400639,0.345102727
-0.272181094,-0.650400639,0.345102727,-0.272292256,-0.650795341,0.323230267
-0.272292256,-0.650795341,0.323230267,-0.275319755,-0.670179605,0.313472152
-0.275319755,-0.670179605,0.313472152,-0.274894118,-0.667221248,0.292769849
-0.274894118,-0.667221248,0.292769849,-0.275067776,-0.669897318,0.263514996
-0.275067776,-0.669897318,0.263514996,-0.278494626,-0.672880948,0.282961845
-0.278494626,-0.672880948,0.282961845,-0.280413866,-0.673148632,0.308424294
-0.280413866,-0.673148632,0.308424294,-0.281019568,-0.674398899,0.331470847
-0.281019568,-0.674398899,0.331470847,-0.28115195,-0.675108552,0.354548872
-0.28115195,-0.675108552,0.354548872,-0.281124711,-0.674834371,0.378130376
-0.281124711,-0.674834371,0.378130376,-0.280986339,-0.673740029,0.401862383
-0.280986339,-0.673740029,0.401862383,-0.280710608,-0.671839416,0.425697267
-0.280710608,-0.671839416,0.425697267,-0.280289769,-0.669100344,0.449642181
-0.280289769,-0.669100344,0.449642181,-0.279727042,-0.665515661,0.473663509
-0.279727042,-0.665515661,0.473663509,-0.279022872,-0.66108191,0.497726381
-0.279022872,-0.66108191,0.497726381,-0.278212339,-0.655897737,0.521453202
-0.278212339,-0.655897737,0.521453202,-0.278042316,-0.653498411,0.538884223
-0.278042316,-0.653498411,0.538884223,-0.278334618,-0.654985011,0.550448716
-0.278334618,-0.654985011,0.550448716,-0.275612503,-0.639831066,0.563526213
-0.275612503,-0.639831066,0.563526213,-0.286560446,-0.643586159,0.562843502
-0.286560446,-0.643586159,0.562843502,-0.302422851,-0.648941875,0.558519661
-0.302422851,-0.648941875,0.558519661,-0.317640334,-0.653882205,0.55673641
-0.317640334,-0.653882205,0.55673641,-0.332791746,-0.658558726,0.555857718
-0.332791746,-0.658558726,0.555857718,-0.348454207,-0.663296402,0.554562271
-0.348454207,-0.663296402,0.554562271,-0.364483893,-0.667781234,0.552979171
-0.364483893,-0.667781234,0.552979171,-0.380777299,-0.671839774,0.551249564
-0.380777299,-0.671839774,0.551249564,-0.397342145,-0.675484359,0.549313128
-0.397342145,-0.675484359,0.549313128,-0.414177835,-0.678718388,0.547136843
-0.414177835,-0.678718388,0.547136843,-0.431267172,-0.681520462,0.54472965
-0.431267172,-0.681520462,0.54472965,-0.448595017,-0.683874547,0.542097509
-0.448595017,-0.683874547,0.542097509,-0.466148555,-0.685769618,0.53923887
-0.466148555,-0.685769618,0.53923887,-0.483913988,-0.687195241,0.536153257
-0.483913988,-0.687195241,0.536153257,-0.501737237,-0.68795085,0.533714473
-0.501737237,-0.68795085,0.533714473,-0.517699063,-0.684602201,0.53947407
-0.517699063,-0.684602201,0.53947407,-0.531848371,-0.677031279,0.552116573
-0.531848371,-0.677031279,0.552116573,-0.54527992,-0.667575538,0.562309444
-0.54527992,-0.667575538,0.562309444,-0.558631897,-0.657534063,0.565128863
-0.558631897,-0.657534063,0.565128863,-0.591405451,-0.629931927,0.565738022
-0.591405451,-0.629931927,0.565738022,-0.605655372,-0.63203305,0.56683439
-0.605655372,-0.63203305,0.56683439,-0.626522541,-0.631764889,0.562581837
-0.626522541,-0.631764889,0.562581837,-0.645972013,-0.629172087,0.558528125
-0.645972013,-0.629172087,0.558528125,-0.664254606,-0.625320554,0.55419296
-0.664254606,-0.625320554,0.55419296,-0.67979461,-0.621521533,0.542984068
-0.67979461,-0.621521533,0.542984068,-0.691484749,-0.630218387,0.515201151
-0.691484749,-0.630218387,0.515201151,-0.693200409,-0.632169604,0.493088841
-0.693200409,-0.632169604,0.493088841,-0.698752403,-0.639433622,0.457669854
-0.698752403,-0.639433622,0.457669854,-0.700376749,-0.642473578,0.433338165
-0.700376749,-0.642473578,0.433338165,-0.698416889,-0.640315354,0.422261953
-0.698416889,-0.640315354,0.422261953,-0.696532905,-0.637503505,0.412494659
-0.696532905,-0.637503505,0.412494659,-0.691187859,-0.63005513,0.365349054
-0.691187859,-0.63005513,0.365349054,-0.691187859,-0.63005513,0.365349054
-0.37828508,-0.647845328,0.417146146,-0.364512473,-0.640976787,0.415026605
-0.364512473,-0.640976787,0.415026605,-0.348359019,-0.636737227,0.420663178
-0.348359019,-0.636737227,0.420663178,-0.333398223,-0.634194195,0.430077136
-0.333398223,-0.634194195,0.430077136,-0.319216669,-0.632864475,0.441556573
-0.319216669,-0.632864475,0.441556573,-0.305339247,-0.631943762,0.454220593
-0.305339247,-0.631943762,0.454220593,-0.29236123,-0.633201241,0.462046981
-0.29236123,-0.633201241,0.462046981,-0.27545163,-0.639651477,0.463903606
-0.27545163,-0.639651477,0.463903606,-0.273207098,-0.642493486,0.442989171
-0.273207098,-0.642493486,0.442989171,-0.272310644,-0.64774549,0.41590327
-0.272310644,-0.64774549,0.41590327,-0.272109866,-0.649594307,0.392152667
-0.272109866,-0.649594307,0.392152667,-0.272170335,-0.650246203,0.368925333
-0.272170335,-0.650246203,0.368925333,-0.272158891,-0.65029794,0.345416307
-0.272158891,-0.65029794,0.345416307,-0.272271752,-0.650702238,0.32354337
-0.272271752,-0.650702238,0.32354337,-0.275300086,-0.670090973,0.313789845
-0.275300086,-0.670090973,0.313789845,-0.274876088,-0.667141557,0.293086529
-0.274876088,-0.667141557,0.293086529,-0.275040686,-0.669717789,0.263826311
-0.275040686,-0.669717789,0.263826311,-0.278475523,-0.672792673,0.283280134
-0.278475523,-0.672792673,0.283280134,-0.280397296,-0.673058391,0.308737338
-0.280397296,-0.673058391,0.308737338,-0.281001419,-0.674298227,0.331785142
-0.281001419,-0.674298227,0.331785142,-0.281131864,-0.674997747,0.354863942
-0.281131864,-0.674997747,0.354863942,-0.281102508,-0.674713552,0.378445089
-0.281102508,-0.674713552,0.378445089,-0.280962527,-0.673608899,0.402176559
-0.280962527,-0.673608899,0.402176559,-0.280685097,-0.671697676,0.426010549
-0.280685097,-0.671697676,0.426010549,-0.280262679,-0.668948412,0.449953914
-0.280262679,-0.668948412,0.449953914,-0.279698879,-0.665353119,0.47397393
-0.279698879,-0.665353119,0.47397393,-0.278992951,-0.660908997,0.498035014
-0.278992951,-0.660908997,0.498035014,-0.278179914,-0.655714929,0.521760046
-0.278179914,-0.655714929,0.521760046,-0.27800864,-0.65330714,0.539190829
-0.27800864,-0.65330714,0.539190829,-0.278300345,-0.654788554,0.55075556
-0.278300345,-0.654788554,0.55075556,-0.275576472,-0.639624834,0.563843548
-0.275576472,-0.639624834,0.563843548,-0.286534667,-0.643440485,0.563225806
-0.286534667,-0.643440485,0.563225806,-0.30258742,-0.649715006,0.559758961
-0.30258742,-0.649715006,0.559758961,-0.31787762,-0.654976666,0.55848068
-0.31787762,-0.654976666,0.55848068,-0.333090991,-0.659792781,0.55772227
-0.333090991,-0.659792781,0.55772227,-0.348799139,-0.664592922,0.556449711
-0.348799139,-0.664592922,0.556449711,-0.364857554,-0.669086337,0.554888904
-0.364857554,-0.669086337,0.554888904,-0.381176442,-0.67314142,0.553173363
-0.381176442,-0.67314142,0.553173363,-0.397767276,-0.676782072,0.551243007
-0.397767276,-0.676782072,0.551243007,-0.414628893,-0.680010438,0.549071372
-0.414628893,-0.680010438,0.549071372,-0.431743532,-0.682805538,0.546668828
-0.431743532,-0.682805538,0.546668828,-0.449033916,-0.685061574,0.544488251
-0.449033916,-0.685061574,0.544488251,-0.464906543,-0.683585942,0.549361885
-0.464906543,-0.683585942,0.549361885,-0.47871092,-0.676816881,0.560361922
-0.47871092,-0.676816881,0.560361922,-0.491741776,-0.667612553,0.565697014
-0.491741776,-0.667612553,0.565697014,-0.505230308,-0.658785284,0.566266716
-0.505230308,-0.658785284,0.566266716,-0.556852221,-0.616966188,0.566592753
-0.556852221,-0.616966188,0.566592753,-0.571047187,-0.619636893,0.568138778
-0.571047187,-0.619636893,0.568138778,-0.59174037,-0.620628893,0.565017402
-0.59174037,-0.620628893,0.565017402,-0.610913634,-0.619284332,0.562193334
-0.610913634,-0.619284332,0.562193334,-0.628164411,-0.615539014,0.555179536
-0.628164411,-0.615539014,0.555179536,-0.644572556,-0.611698449,0.541011155
-0.644572556,-0.611698449,0.541011155,-0.656901956,-0.617293954,0.516146004
-0.656901956,-0.617293954,0.516146004,-0.658548772,-0.61925596,0.494130433
-0.658548772,-0.61925596,0.494130433,-0.66377753,-0.626419544,0.459705651
-0.66377753,-0.626419544,0.459705651,-0.665695071,-0.629914939,0.4337098
-0.665695071,-0.629914939,0.4337098,-0.664065421,-0.628164351,0.420883238
-0.664065421,-0.628164351,0.420883238,-0.662085593,-0.625140727,0.410916448
-0.662085593,-0.625140727,0.410916448,-0.656680286,-0.617227077,0.36628592
-0.656680286,-0.617227077,0.36628592,-0.656680286,-0.617227077,0.36628592
-0.3782399,-0.647701144,0.41751796,-0.364468485,-0.640833735,0.415392041
-0.364468485,-0.640833735,0.415392041,-0.348315954,-0.636591196,0.421022356
-0.348315954,-0.636591196,0.421022356,-0.333356261,-0.634043038,0.430431485
-0.333356261,-0.634043038,0.430431485,-0.319176376,-0.632707,0.441907525
-0.319176376,-0.632707,0.441907525,-0.305300623,-0.631779134,0.454568446
-0.305300623,-0.631779134,0.454568446,-0.29232493,-0.633032143,0.462392747
-0.29232493,-0.633032143,0.462392747,-0.275422603,-0.639482796,0.464240313
-0.275422603,-0.639482796,0.464240313,-0.273180574,-0.64233464,0.443327367
-0.273180574,-0.64233464,0.443327367,-0.272286534,-0.647599816,0.416243315
-0.272286534,-0.647599816,0.416243315,-0.272087455,-0.649460316,0.39249301
-0.272087455,-0.649460316,0.39249301,-0.272150159,-0.650123298,0.369266152
-0.272150159,-0.650123298,0.369266152,-0.272140145,-0.65018636,0.345756292
-0.272140145,-0.65018636,0.345756292,-0.272254646,-0.650601685,0.323884189
-0.272254646,-0.650601685,0.323884189,-0.275284499,-0.669996202,0.314140558
-0.275284499,-0.669996202,0.314140558,-0.2748622,-0.667056739,0.293435991
-0.2748622,-0.667056739,0.293435991,-0.275032192,-0.669644117,0.264179707
-0.275032192,-0.669644117,0.264179707,-0.278466433,-0.672704458,0.283634961
-0.278466433,-0.672704458,0.283634961,-0.280383289,-0.672959268,0.30909586
-0.280383289,-0.672959268,0.30909586,-0.28098473,-0.674188256,0.332143962
-0.28098473,-0.674188256,0.332143962,-0.281113267,-0.674876809,0.355223238
-0.281113267,-0.674876809,0.355223238,-0.281082243,-0.674580991,0.378804684
-0.281082243,-0.674580991,0.378804684,-0.280939996,-0.673464358,0.402535915
-0.280939996,-0.673464358,0.402535915,-0.280660897,-0.671541572,0.426369131
-0.280660897,-0.671541572,0.426369131,-0.280236483,-0.668780565,0.450311303
-0.280236483,-0.668780565,0.450311303,-0.279669821,-0.665173709,0.474329948
-0.279669821,-0.665173709,0.474329948,-0.278961867,-0.660717547,0.498388827
-0.278961867,-0.660717547,0.498388827,-0.278147072,-0.655511796,0.522111237
-0.278147072,-0.655511796,0.522111237,-0.277974159,-0.653095543,0.539540231
-0.277974159,-0.653095543,0.539540231,-0.278264701,-0.654571474,0.551105917
-0.278264701,-0.654571474,0.551105917,-0.275541067,-0.639407814,0.564172447
-0.275541067,-0.639407814,0.564172447,-0.286497712,-0.643232882,0.563567221
-0.286497712,-0.643232882,0.563567221,-0.30255276,-0.64952898,0.560128033
-0.30255276,-0.64952898,0.560128033,-0.317840815,-0.654797375,0.55886358
-0.317840815,-0.654797375,0.55886358,-0.33305198,-0.659617126,0.558111966
-0.33305198,-0.659617126,0.558111966,-0.348757535,-0.66441983,0.556845605
-0.348757535,-0.66441983,0.556845605,-0.364813089,-0.668914974,0.555290759
-0.364813089,-0.668914974,0.555290759,-0.381129205,-0.672971606,0.553581059
-0.381129205,-0.672971606,0.553581059,-0.397717625,-0.676613867,0.551656902
-0.397717625,-0.676613867,0.551656902,-0.414576709,-0.67984426,0.549491107
-0.414576709,-0.67984426,0.549491107,-0.431688815,-0.682641149,0.547094166
-0.431688815,-0.682641149,0.547094166,-0.448944211,-0.684843659,0.545104563
-0.448944211,-0.684843659,0.545104563,-0.464653373,-0.683015525,0.550613701
-0.464653373,-0.683015525,0.550613701,-0.478318334,-0.675948977,0.561434686
-0.478318334,-0.675948977,0.561434686,-0.491382867,-0.666778028,0.566216528
-0.491382867,-0.666778028,0.566216528,-0.50486207,-0.657964885,0.56661886
-0.50486207,-0.657964885,0.56661886,-0.557547688,-0.615074873,0.566964567
-0.557547688,-0.615074873,0.566964567,-0.571743906,-0.617721856,0.568526566
-0.571743906,-0.617721856,0.568526566,-0.592431188,-0.618687034,0.565431416
-0.592431188,-0.618687034,0.565431416,-0.611590207,-0.617322326,0.562634408
-0.611590207,-0.617322326,0.562634408,-0.628834248,-0.613577366,0.555705011
-0.628834248,-0.613577366,0.555705011,-0.645214796,-0.609730363,0.541592896
-0.645214796,-0.609730363,0.541592896,-0.657591283,-0.615433693,0.516551554
-0.657591283,-0.615433693,0.516551554,-0.659247637,-0.617399096,0.494539618
-0.659247637,-0.617399096,0.494539618,-0.664496541,-0.624560952,0.460138679
-0.664496541,-0.624560952,0.460138679,-0.666434288,-0.628069937,0.434114516
-0.666434288,-0.628069937,0.434114516,-0.664812088,-0.626339018,0.421248019
-0.664812088,-0.626339018,0.421248019,-0.662826478,-0.623319983,0.41127497
-0.662826478,-0.623319983,0.41127497,-0.657417774,-0.615429103,0.366692305
-0.657417774,-0.615429103,0.366692305,-0.657417774,-0.615429103,0.366692305
-0.378201991,-0.647584021,0.417813122,-0.364431798,-0.640717208,0.415682018
-0.364431798,-0.640717208,0.415682018,-0.348280519,-0.636472166,0.421307921
-0.348280519,-0.636472166,0.421307921,-0.333322614,-0.633919358,0.430712998
-0.333322614,-0.633919358,0.430712998,-0.31914404,-0.632578194,0.442185402
-0.31914404,-0.632578194,0.442185402,-0.30526945,-0.631644964,0.454843819
-0.30526945,-0.631644964,0.454843819,-0.292295903,-0.632894039,0.462666035
-0.292295903,-0.632894039,0.462666035,-0.275397927,-0.639339328,0.464521408
-0.275397927,-0.639339328,0.464521408,-0.273157805,-0.642199636,0.443609595
-0.273157805,-0.642199636,0.443609595,-0.272266269,-0.647475719,0.41652739
-0.272266269,-0.647475719,0.41652739,-0.272069275,-0.649345875,0.392777681
-0.272069275,-0.649345875,0.392777681,-0.272133172,-0.650018096,0.369551063
-0.272133172,-0.650018096,0.369551063,-0.272124648,-0.650091112,0.346041262
-0.272124648,-0.650091112,0.346041262,-0.272240549,-0.650515318,0.32416904
-0.272240549,-0.650515318,0.32416904,-0.275271744,-0.66991514,0.314426243
-0.275271744,-0.66991514,0.314426243,-0.274850845,-0.666983664,0.293720901
-0.274850845,-0.666983664,0.293720901,-0.275027782,-0.669651389,0.264446318
-0.275027782,-0.669651389,0.264446318,-0.278454214,-0.67264998,0.28390801
-0.278454214,-0.67264998,0.28390801,-0.280371219,-0.672885716,0.309371531
-0.280371219,-0.672885716,0.309371531,-0.280971527,-0.674106002,0.332419395
-0.280971527,-0.674106002,0.332419395,-0.281098187,-0.674785972,0.35549897
-0.281098187,-0.674785972,0.35549897,-0.281065732,-0.674480975,0.379080117
-0.281065732,-0.674480975,0.379080117,-0.280922383,-0.67335552,0.402811468
-0.280922383,-0.67335552,0.402811468,-0.280641377,-0.671423554,0.426643908
-0.280641377,-0.671423554,0.426643908,-0.280215323,-0.668653488,0.450585008
-0.280215323,-0.668653488,0.450585008,-0.27964735,-0.665037215,0.474602103
-0.27964735,-0.665037215,0.474602103,-0.278937548,-0.660571933,0.498659194
-0.278937548,-0.660571933,0.498659194,-0.278120965,-0.65535748,0.522379696
-0.278120965,-0.65535748,0.522379696,-0.27794686,-0.652934015,0.539808929
-0.27794686,-0.652934015,0.539808929,-0.278237045,-0.654405177,0.551375568
-0.278237045,-0.654405177,0.551375568,-0.275512457,-0.639234424,0.564434946
-0.275512457,-0.639234424,0.564434946,-0.286450356,-0.642990112,0.563763201
-0.286450356,-0.642990112,0.563763201,-0.302310824,-0.64836359,0.559464514
-0.302310824,-0.64836359,0.559464514,-0.317519754,-0.653317094,0.55770582
-0.317519754,-0.653317094,0.55770582,-0.332660854,-0.65800029,0.556845725
-0.332660854,-0.65800029,0.556845725,-0.348313749,-0.662743926,0.555566967
-0.348313749,-0.662743926,0.555566967,-0.364334494,-0.667233407,0.553999841
-0.364334494,-0.667233407,0.553999841,-0.380618274,-0.67129755,0.552285969
-0.380618274,-0.67129755,0.552285969,-0.397173494,-0.674947858,0.550365508
-0.397173494,-0.674947858,0.550365508,-0.413999975,-0.678188264,0.548204958
-0.413999975,-0.678188264,0.548204958,-0.43108049,-0.680996954,0.545813024
-0.43108049,-0.680996954,0.545813024,-0.448399574,-0.683357835,0.543195784
-0.448399574,-0.683357835,0.543195784,-0.465944976,-0.685260117,0.540352523
-0.465944976,-0.685260117,0.540352523,-0.483702689,-0.686692953,0.53728205
-0.483702689,-0.686692953,0.53728205,-0.501359046,-0.687198043,0.53564328
-0.501359046,-0.687198043,0.53564328,-0.516869485,-0.682989776,0.543022454
-0.516869485,-0.682989776,0.543022454,-0.530896783,-0.67515403,0.556072533
-0.530896783,-0.67515403,0.556072533,-0.544166267,-0.665427983,0.564792097
-0.544166267,-0.665427983,0.564792097,-0.557563841,-0.655490637,0.566759765
-0.557563841,-0.655490637,0.566759765,-0.579737484,-0.637270391,0.567286789
-0.579737484,-0.637270391,0.567286789,-0.593940258,-0.639611959,0.568425238
-0.593940258,-0.639611959,0.568425238,-0.614833534,-0.639771879,0.564301789
-0.614833534,-0.639771879,0.564301789,-0.634308875,-0.63755554,0.560367525
-0.634308875,-0.63755554,0.560367525,-0.652440071,-0.633816957,0.555429518
-0.652440071,-0.633816957,0.555429518,-0.668326199,-0.629985869,0.54312247
-0.668326199,-0.629985869,0.54312247,-0.679799855,-0.637639463,0.516856849
-0.679799855,-0.637639463,0.516856849,-0.681502461,-0.639641762,0.49475801
-0.681502461,-0.639641762,0.49475801,-0.686974883,-0.647021949,0.459421098
-0.686974883,-0.647021949,0.459421098,-0.688603163,-0.65014863,0.434994936
-0.688603163,-0.65014863,0.434994936,-0.686694443,-0.647992074,0.423823595
-0.686694443,-0.647992074,0.423823595,-0.684848189,-0.645149052,0.414041638
-0.684848189,-0.645149052,0.414041638,-0.679625869,-0.637637377,0.36700362
-0.679625869,-0.637637377,0.36700362,-0.679625869,-0.637637377,0.36700362
-0.378167182,-0.647465289,0.418110907,-0.364397973,-0.64059937,0.415974617
-0.364397973,-0.64059937,0.415974617,-0.348248184,-0.636351585,0.421595454
-0.348248184,-0.636351585,0.421595454,-0.33329165,-0.633794725,0.430996895
-0.33329165,-0.633794725,0.430996895,-0.319114268,-0.632448614,0.442466497
-0.319114268,-0.632448614,0.442466497,-0.305241436,-0.631509721,0.455121696
-0.305241436,-0.631509721,0.455121696,-0.292269766,-0.63275516,0.462942719
-0.292269766,-0.63275516,0.462942719,-0.275376767,-0.639197886,0.464799225
-0.275376767,-0.639197886,0.464799225,-0.273138493,-0.642066121,0.443888068
-0.273138493,-0.642066121,0.443888068,-0.272249162,-0.647353232,0.416807234
-0.272249162,-0.647353232,0.416807234,-0.27205357,-0.649232805,0.3930583
-0.27205357,-0.649232805,0.3930583,-0.272118509,-0.649914801,0.36983192
-0.272118509,-0.649914801,0.36983192,-0.272111565,-0.649997115,0.346322358
-0.272111565,-0.649997115,0.346322358,-0.272229075,-0.650429606,0.324450016
-0.272229075,-0.650429606,0.324450016,-0.275257826,-0.669817507,0.314766765
-0.275257826,-0.669817507,0.314766765,-0.274838448,-0.666895628,0.294060528
-0.274838448,-0.666895628,0.294060528,-0.274990737,-0.669603169,0.264815092
-0.274990737,-0.669603169,0.264815092,-0.27842471,-0.672566056,0.284274578
-0.27842471,-0.672566056,0.284274578,-0.280352026,-0.672788382,0.309734523
-0.280352026,-0.672788382,0.309734523,-0.280950665,-0.673995972,0.332784534
-0.280950665,-0.673995972,0.332784534,-0.28107512,-0.674664617,0.355864644
-0.28107512,-0.674664617,0.355864644,-0.28104049,-0.674347937,0.379445791
-0.28104049,-0.674347937,0.379445791,-0.280895114,-0.673210561,0.403176367
-0.280895114,-0.673210561,0.403176367,-0.280612141,-0.671266675,0.427008271
-0.280612141,-0.671266675,0.427008271,-0.28018415,-0.66848439,0.450948179
-0.28018415,-0.66848439,0.450948179,-0.279614568,-0.664855897,0.474963129
-0.279614568,-0.664855897,0.474963129,-0.278903455,-0.660378456,0.49901849
-0.278903455,-0.660378456,0.49901849,-0.27808544,-0.655151904,0.52273649
