a,b,c
-0.698176666519748,-0.466408398429182,0.2
-0.848176666519748,-0.466408398429182,0.2
-0.848176666519748,-0.466408398429182,0.2
-0.668729638221127,-0.493361739234248,0.2
-0.668729638221127,-0.493361739234248,0.2
-0.668729638221127,-0.693361739234248,0.2
-0.668729638221127,-0.693361739234248,0.2
-0.818729638221127,-0.493361739234248,0.2
-0.818729638221127,-0.493361739234248,0.2
-0.678939988044183,-0.47806131635745,0.2
-0.678939988044183,-0.47806131635745,0.2
-0.678939988044183,-0.67806131635745,0.2
-0.678939988044183,-0.67806131635745,0.2
-0.528939988044183,-0.47806131635745,0.2
-0.528939988044183,-0.47806131635745,0.2
-0.677782175631861,-0.462880900038556,0.2
-0.677782175631861,-0.462880900038556,0.2
-0.827782175631861,-0.462880900038556,0.2
-0.827782175631861,-0.462880900038556,0.2
-0.677782175631861,-0.662880900038556,0.2
-0.677782175631861,-0.662880900038556,0.2
-0.696405577564202,-0.483412332889933,0.2
-0.696405577564202,-0.483412332889933,0.2
-0.846405577564202,-0.483412332889933,0.2
-0.846405577564202,-0.483412332889933,0.2
-0.546405577564201,-0.483412332889933,0.2
-0.546405577564201,-0.483412332889933,0.2
-0.657323975762912,-0.496691462395074,0.2
-0.657323975762912,-0.496691462395074,0.2
-0.507323975762912,-0.496691462395074,0.2
-0.507323975762912,-0.496691462395074,0.2
-0.657323975762912,-0.696691462395074,0.2
-0.657323975762912,-0.696691462395074,0.2
-0.654413728397963,-0.497930463939397,0.2
-0.654413728397963,-0.497930463939397,0.2
-0.504413728397963,-0.497930463939397,0.2
-0.504413728397963,-0.497930463939397,0.2
-0.804413728397963,-0.497930463939397,0.2
-0.804413728397963,-0.497930463939397,0.2
-0.686830409729484,-0.664155894792144,0.2
-0.686830409729484,-0.664155894792144,0.2
-0.836830409729484,-0.464155894792144,0.2
-0.836830409729484,-0.464155894792144,0.2
-0.536830409729484,-0.464155894792144,0.2
-0.536830409729484,-0.464155894792144,0.2
-0.68525299816532,-0.699377466014462,0.2
-0.68525299816532,-0.699377466014462,0.2
-0.83525299816532,-0.499377466014462,0.2
-0.83525299816532,-0.499377466014462,0.2
-0.68525299816532,-0.499377466014462,0.2
-0.68525299816532,-0.499377466014462,0.2
-0.652960674211326,-0.688255142571106,0.2
-0.652960674211326,-0.688255142571106,0.2
-0.502960674211326,-0.488255142571106,0.2
-0.502960674211326,-0.488255142571106,0.2
-0.802960674211326,-0.488255142571106,0.2
-0.802960674211326,-0.488255142571106,0.2
-0.686819200970262,-0.661102057886661,0.2
-0.686819200970262,-0.661102057886661,0.2
-0.536819200970262,-0.461102057886661,0.2
-0.536819200970262,-0.461102057886661,0.2
-0.686819200970262,-0.461102057886661,0.2
-0.686819200970262,-0.461102057886661,0.2
-0.684254628267809,-0.670598705503129,0.2
-0.684254628267809,-0.670598705503129,0.2
-0.684254628267809,-0.470598705503129,0.2
-0.684254628267809,-0.470598705503129,0.2
-0.834254628267809,-0.470598705503129,0.2
-0.834254628267809,-0.470598705503129,0.2
-0.657237248351378,-0.673890102906295,0.2
-0.657237248351378,-0.673890102906295,0.2
-0.657237248351378,-0.473890102906295,0.2
-0.657237248351378,-0.473890102906295,0.2
-0.507237248351378,-0.473890102906295,0.2
-0.507237248351378,-0.473890102906295,0.2
-0.802615033951499,-0.470925680596422,0.2
-0.802615033951499,-0.470925680596422,0.2
-0.652615033951499,-0.670925680596422,0.2
-0.652615033951499,-0.670925680596422,0.2
-0.502615033951499,-0.470925680596422,0.2
-0.502615033951499,-0.470925680596422,0.2
-0.841924822763431,-0.488297493486505,0.2
-0.841924822763431,-0.488297493486505,0.2
-0.69192482276343,-0.688297493486505,0.2
-0.69192482276343,-0.688297493486505,0.2
-0.69192482276343,-0.488297493486505,0.2
-0.69192482276343,-0.488297493486505,0.2
-0.815753335761059,-0.492568287838298,0.2
-0.815753335761059,-0.492568287838298,0.2
-0.515753335761059,-0.492568287838298,0.2
-0.515753335761059,-0.492568287838298,0.2
-0.665753335761059,-0.692568287838298,0.2
-0.665753335761059,-0.692568287838298,0.2
-0.812060431293065,-0.498807849959024,0.2
-0.812060431293065,-0.498807849959024,0.2
-0.512060431293065,-0.498807849959024,0.2
-0.512060431293065,-0.498807849959024,0.2
-0.662060431293065,-0.498807849959024,0.2
-0.662060431293065,-0.498807849959024,0.2
-0.822586938574329,-0.487208703348375,0.2
-0.822586938574329,-0.487208703348375,0.2
-0.672586938574329,-0.487208703348375,0.2
-0.672586938574329,-0.487208703348375,0.2
-0.672586938574329,-0.687208703348375,0.2
-0.672586938574329,-0.687208703348375,0.2
-0.822047026572683,-0.48665282044162,0.2
-0.822047026572683,-0.48665282044162,0.2
-0.672047026572683,-0.48665282044162,0.2
-0.672047026572683,-0.48665282044162,0.2
