a,b,c,d,e,f
-0.70037341,-0.466028,0.20251495,-0.75169563,-0.45727476,0.5607633
-0.70037341,-0.466028,0.20251495,-0.80139071,-0.4571518,0.46026891
-0.70037341,-0.466028,0.20251495,-0.80087107,-0.45671427,0.36043292
-0.67396271,-0.48107487,0.20071912,-0.065819539,-0.60033,0.56326348
-0.67396271,-0.48107487,0.20071912,-0.7252323,-0.47268042,0.56102091
-0.67396271,-0.48107487,0.20071912,-0.77494335,-0.47256136,0.46055186
-0.67396271,-0.48107487,0.20071912,-0.7744633,-0.47215524,0.36066389
-0.67502177,-0.46458623,0.20435816,-0.06583184,-0.60027266,0.56335109
-0.67502177,-0.46458623,0.20435816,-0.72664165,-0.45572466,0.56123632
-0.67502177,-0.46458623,0.20435816,-0.77636677,-0.45562875,0.4607721
-0.67502177,-0.46458623,0.20435816,-0.77589905,-0.4552457,0.36088598
-0.65781581,-0.46432573,0.19999999,-0.27603632,-0.64227134,0.56205934
-0.65781581,-0.46432573,0.19999999,-0.55938637,-0.65698493,0.56182092
-0.65781581,-0.46432573,0.19999999,-0.65971738,-0.65683722,0.51094943
-0.65781581,-0.46432573,0.19999999,-0.65883511,-0.65603268,0.36067516
-0.67790973,-0.48478818,0.19973171,-0.2759079,-0.64209872,0.56197542
-0.67790973,-0.48478818,0.19973171,-0.57965368,-0.67739725,0.56113774
-0.67790973,-0.48478818,0.19973171,-0.67975575,-0.67737877,0.51025718
-0.67790973,-0.48478818,0.19973171,-0.67897934,-0.67656946,0.36017311
-0.69572997,-0.46812648,0.19973242,-0.27591407,-0.64207691,0.56210464
-0.69572997,-0.46812648,0.19973242,-0.59741485,-0.66065925,0.56131738
-0.69572997,-0.46812648,0.19973242,-0.69758201,-0.66060346,0.51040262
-0.69572997,-0.46812648,0.19973242,-0.69679582,-0.65983987,0.36033839
-0.68417591,-0.46515086,0.19979459,-0.27599481,-0.64202487,0.56206542
-0.68417591,-0.46515086,0.19979459,-0.58586979,-0.65762693,0.56150872
-0.68417591,-0.46515086,0.19979459,-0.68594623,-0.65758467,0.51062852
-0.68417591,-0.46515086,0.19979459,-0.68518388,-0.65677583,0.36076701
-0.65669531,-0.48077539,0.19973534,-0.2759394,-0.64185572,0.56233269
-0.65669531,-0.48077539,0.19973534,-0.55825925,-0.67313796,0.56182128
-0.65669531,-0.48077539,0.19973534,-0.65831929,-0.67310321,0.51099163
-0.65669531,-0.48077539,0.19973534,-0.65764797,-0.67237091,0.36099488
-0.6736809,-0.49020305,0.20003986,-0.27591166,-0.64179343,0.56246144
-0.6736809,-0.49020305,0.20003986,-0.575324,-0.68257177,0.56207639
-0.6736809,-0.49020305,0.20003986,-0.67536002,-0.68257612,0.51121527
-0.6736809,-0.49020305,0.20003986,-0.67467183,-0.68182921,0.36120516
-0.6825127,-0.48971575,0.19969505,-0.27595884,-0.64173108,0.5625487
-0.6825127,-0.48971575,0.19969505,-0.58412838,-0.68203914,0.56179434
-0.6825127,-0.48971575,0.19969505,-0.68421543,-0.68204659,0.51094085
-0.6825127,-0.48971575,0.19969505,-0.68348861,-0.68131709,0.36096621
-0.65982032,-0.46588001,0.20194405,-0.27593711,-0.64168155,0.56261414
-0.65982032,-0.46588001,0.20194405,-0.56128967,-0.65800905,0.56450015
-0.65982032,-0.46588001,0.20194405,-0.66136938,-0.65803504,0.51370972
-0.65982032,-0.46588001,0.20194405,-0.66070652,-0.65734947,0.36378616
-0.67462802,-0.47323394,0.19894403,-0.27591398,-0.64160144,0.56271654
-0.67462802,-0.47323394,0.19894403,-0.57609487,-0.66535014,0.56147939
-0.67462802,-0.47323394,0.19894403,-0.67617744,-0.66536552,0.51067334
-0.67462802,-0.47323394,0.19894403,-0.67551863,-0.66470033,0.36075819
-0.68510884,-0.48472983,0.20010215,-0.27589229,-0.64149863,0.56284863
-0.68510884,-0.48472983,0.20010215,-0.58656573,-0.67683178,0.56264001
-0.68510884,-0.48472983,0.20010215,-0.68665862,-0.67684674,0.51183027
-0.68510884,-0.48472983,0.20010215,-0.68599576,-0.67617315,0.36196911
-0.68840313,-0.49886537,0.19989586,-0.27588618,-0.64139044,0.56306452
-0.68840313,-0.49886537,0.19989586,-0.58982289,-0.69091368,0.56254214
-0.68840313,-0.49886537,0.19989586,-0.68995136,-0.69096857,0.51173705
-0.68840313,-0.49886537,0.19989586,-0.6893124,-0.69049293,0.36176038
-0.66503417,-0.48640272,0.20680684,-0.27588058,-0.64131469,0.5631637
-0.66503417,-0.48640272,0.20680684,-0.5664013,-0.67833346,0.56984955
-0.66503417,-0.48640272,0.20680684,-0.6664716,-0.67839271,0.51909643
-0.66503417,-0.48640272,0.20680684,-0.66585934,-0.67775309,0.3692205
-0.6973691,-0.49980932,0.20131987,-0.27586788,-0.64123303,0.56327325
-0.6973691,-0.49980932,0.20131987,-0.59879005,-0.69178122,0.56418639
-0.6973691,-0.49980932,0.20131987,-0.69887733,-0.69183421,0.51339227
-0.6973691,-0.49980932,0.20131987,-0.69823062,-0.69119281,0.36354649
-0.67013431,-0.46404758,0.20496053,-0.2758514,-0.6411553,0.56337494
-0.67013431,-0.46404758,0.20496053,-0.57136744,-0.65574491,0.56843096
-0.67013431,-0.46404758,0.20496053,-0.67144763,-0.6558314,0.51770633
-0.67013431,-0.46404758,0.20496053,-0.67087662,-0.65529794,0.36782306
-0.6890226,-0.49845755,0.19987524,-0.27582401,-0.64106292,0.56351513
-0.6890226,-0.49845755,0.19987524,-0.59029812,-0.69024915,0.56314701
-0.6890226,-0.49845755,0.19987524,-0.69038218,-0.69033176,0.51239568
-0.6890226,-0.49845755,0.19987524,-0.68979394,-0.68974328,0.36258149
-0.68236923,-0.47162059,0.19974238,-0.27581286,-0.64096129,0.563685
-0.68236923,-0.47162059,0.19974238,-0.58352864,-0.66319025,0.56347007
-0.68236923,-0.47162059,0.19974238,-0.68361253,-0.66329187,0.51275247
-0.68236923,-0.47162059,0.19974238,-0.68305576,-0.66278195,0.36289144
-0.66765797,-0.47075731,0.19980276,-0.27580386,-0.64087039,0.56380624
-0.66765797,-0.47075731,0.19980276,-0.56874812,-0.66220617,0.56379396
-0.66765797,-0.47075731,0.19980276,-0.66881597,-0.66232687,0.51311105
-0.66765797,-0.47075731,0.19980276,-0.6682927,-0.66184574,0.36326307
-0.69247228,-0.47899061,0.19980544,-0.27578467,-0.6407885,0.56393605
-0.69247228,-0.47899061,0.19980544,-0.59358764,-0.67045844,0.56374735
-0.69247228,-0.47899061,0.19980544,-0.69366872,-0.67058867,0.51304156
-0.69247228,-0.47899061,0.19980544,-0.69314229,-0.67013466,0.36316413
-0.67844671,-0.48778188,0.20229316,-0.27576187,-0.64071745,0.5640381
-0.67844671,-0.48778188,0.20229316,-0.57951576,-0.67920244,0.56639415
-0.67844671,-0.48778188,0.20229316,-0.67959356,-0.67933857,0.51571256
-0.67844671,-0.48778188,0.20229316,-0.67908698,-0.67886591,0.36588687
-0.65774518,-0.49004886,0.20217639,-0.27576274,-0.6406455,0.56414288
-0.65774518,-0.49004886,0.20217639,-0.5587483,-0.68136388,0.56651479
-0.65774518,-0.49004886,0.20217639,-0.65881288,-0.6815064,0.51587957
-0.65774518,-0.49004886,0.20217639,-0.65833598,-0.68106246,0.36606151
